word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
rj9xivuhsr,2.74573522432,2.85768156951,3.53083977862,3.63383862641,3.81019890257,3.8117760216,4.12479756796,3.82882095512,4.14457420761,4.12720201759,4.14210777173,3.83340212923,4.13299570069,3.83180580867,4.12936759572,4.14373282314,4.12788194348,4.12296909439,4.12684544065,4.1297543228,4.14810885773,4.14173189477,4.16586726835,4.14198251555,4.15259407793,4.14955779186,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,4.1303337685,4.12014600619,4.13347503684,4.13398574627,4.1312977966,4.12849619863,4.13360277051,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,4.15606431234,4.16849748352,4.14107332627,4.14022512527,4.14513422636,4.14435622737,4.15784948045,4.14466759423,4.15219658233,4.13956426618,4.15863384136,4.15633710087,4.15974761052,4.14176323028,4.14619007332,4.15001920192,2.41995574849
fu2jsrfpxj,4.16070857229,4.13643517046,4.13289976994,4.11095988112,4.11122889823,4.11280601727,4.12479756796,4.12985095079,4.14457420761,4.12720201759,4.14210777173,4.1344321249,4.13299570069,4.13283580434,4.12936759572,4.14373282314,4.12788194348,4.12296909439,4.12684544065,4.1297543228,4.14810885773,4.14173189477,4.16586726835,4.14198251555,4.15259407793,4.14955779186,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,4.1303337685,4.12014600619,4.13347503684,4.13398574627,4.1312977966,4.12849619863,4.13360277051,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,4.15606431234,4.16849748352,4.14107332627,2.13590375148,3.8441042307,4.14435622737,4.15784948045,4.14466759423,4.15219658233,4.13956426618,4.15863384136,4.15633710087,4.15974761052,4.14176323028,4.14619007332,4.15001920192,2.41995574849
hermosas,4.16070857229,4.13643517046,4.13289976994,4.11095988112,4.11122889823,4.11280601727,4.12479756796,4.12985095079,4.14457420761,3.82617202193,3.84107777607,4.1344321249,4.13299570069,3.83180580867,4.12936759572,4.14373282314,4.12788194348,4.12296909439,4.12684544065,4.1297543228,3.84707886207,4.14173189477,4.16586726835,3.84095251989,4.15259407793,3.8485277962,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,3.82930377283,4.12014600619,3.83244504117,4.13398574627,3.65417654188,4.12849619863,4.13360277051,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,3.85503431668,4.16849748352,4.14107332627,3.8391951296,4.14513422636,3.66723497265,4.15784948045,4.14466759423,3.85116658667,4.13956426618,4.15863384136,4.15633710087,4.15974761052,3.66464197556,4.14619007332,3.6728979472,2.11892575283
cgb9kuuryd,4.16070857229,4.13643517046,4.13289976994,4.11095988112,4.11122889823,4.11280601727,4.12479756796,4.12985095079,4.14457420761,4.12720201759,4.14210777173,4.1344321249,4.13299570069,4.13283580434,4.12936759572,4.14373282314,4.12788194348,4.12296909439,4.12684544065,4.1297543228,4.14810885773,4.14173189477,4.16586726835,4.14198251555,4.15259407793,4.14955779186,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,4.1303337685,4.12014600619,4.13347503684,4.13398574627,4.1312977966,4.12849619863,4.13360277051,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,4.15606431234,3.05455413122,3.66395207155,4.14022512527,3.8441042307,3.8433262317,4.15784948045,4.14466759423,4.15219658233,4.13956426618,4.15863384136,4.15633710087,4.15974761052,4.14176323028,4.14619007332,4.15001920192,2.41995574849
srv5j7z5j7,4.16070857229,3.83540517479,4.13289976994,4.11095988112,4.11122889823,4.11280601727,4.12479756796,4.12985095079,4.14457420761,4.12720201759,4.14210777173,4.1344321249,4.13299570069,4.13283580434,4.12936759572,4.14373282314,4.12788194348,4.12296909439,4.12684544065,4.1297543228,4.14810885773,4.14173189477,4.16586726835,4.14198251555,4.15259407793,4.14955779186,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,4.1303337685,4.12014600619,4.13347503684,4.13398574627,4.1312977966,4.12849619863,4.13360277051,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,4.15606431234,4.16849748352,4.14107332627,4.14022512527,4.14513422636,4.14435622737,4.15784948045,4.14466759423,4.15219658233,4.13956426618,4.15863384136,4.15633710087,4.15974761052,4.14176323028,4.14619007332,4.15001920192,2.11892575283
accola,3.08152732624,3.83540517479,2.55311617333,3.33280863074,2.34780090467,2.51074602594,2.54501397134,3.08845826563,2.46333297023,2.82617202193,2.93798778908,2.64307043106,2.61448176081,2.57653330357,3.82833760006,2.58743032237,2.66548394559,2.43277301437,4.12684544065,2.95366306375,3.30301081772,2.96564063571,3.08668602231,4.14198251555,2.87384047697,3.54749780053,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,3.82930377283,3.81911601052,4.13347503684,4.13398574627,4.1312977966,3.4295261943,3.2885047305,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,4.15606431234,3.86746748786,2.88580082116,3.8391951296,2.8441042307,3.03041287506,3.31275144044,3.5426076029,2.92174766096,2.42356092254,2.30130134493,3.04239374856,2.77953636881,2.40140054078,2.39800204631,2.6728979472,2.41995574849
emily,2.98461731324,3.23334518347,3.35474851956,3.33280863074,3.50916890691,3.51074602594,3.34664631758,2.73191094212,2.84354421195,2.43700593756,2.49865509525,2.90398320352,2.75278445898,3.35468455395,3.01542424342,2.6122539061,2.71290859551,2.69160533023,2.69548167649,2.89930540142,3.84707886207,3.29663385475,3.05192391605,2.9658912565,2.60852603358,2.7181940277,2.72536706234,3.06251931095,3.30093692259,2.98074983316,3.09216485064,3.12920635775,2.89988484712,2.86487350108,2.83244504117,3.09259306111,3.08990511144,3.22540621164,3.2885047305,3.23194720456,3.31407799178,3.28462406868,3.10899529217,2.93572763199,3.15606431234,3.46952747919,3.18683081683,3.44125512093,3.19089171692,3.36620497698,3.04390612815,2.61318867719,3.453226578,3.09817158102,3.07945259531,3.15633710087,3.15974761052,3.06258198423,3.06700882727,2.6728979472,2.11892575283
gustin,3.68358731757,4.13643517046,3.83186977428,3.80992988546,4.11122889823,4.11280601727,3.34664631758,2.08845826563,2.26951294422,2.43700593756,2.61062885469,2.5111828345,2.45175446332,2.42526562824,2.95327633667,2.20421357052,2.4651241118,2.31005573775,3.08545275549,2.26052260307,3.14810885773,2.40933813494,2.54261797796,2.8632289146,2.40440605092,4.14955779186,2.98063956744,2.44273055266,2.21661603689,2.52481787751,2.46377592059,2.66680835985,3.82930377283,2.65774800829,2.28221668812,2.79156306545,4.1312977966,4.12849619863,2.40120901069,2.98890915587,3.07999478575,2.95363084964,2.50693530084,2.63469763633,2.95194432968,4.16849748352,4.14107332627,4.14022512527,2.94101424371,2.88908372226,2.55578948912,4.14466759423,3.85116658667,4.13956426618,4.15863384136,3.85530710521,4.15974761052,4.14176323028,4.14619007332,3.6728979472,2.41995574849
mrfeature,4.16070857229,4.13643517046,4.13289976994,4.11095988112,4.11122889823,4.11280601727,4.12479756796,4.12985095079,4.14457420761,4.12720201759,4.14210777173,4.1344321249,4.13299570069,4.13283580434,4.12936759572,4.14373282314,4.12788194348,4.12296909439,4.12684544065,4.1297543228,4.14810885773,4.14173189477,4.16586726835,4.14198251555,4.15259407793,4.14955779186,4.1567308265,4.141700557,4.1460349626,4.12687786884,4.17134609669,4.12920635775,4.1303337685,4.12014600619,3.4345050325,3.02004239396,4.1312977966,3.82746620297,3.83257277485,4.13503719155,4.15917603179,4.1297221087,4.15038797733,4.13984761465,4.15606431234,4.16849748352,4.14107332627,4.14022512527,4.14513422636,4.14435622737,4.15784948045,4.14466759423,4.15219658233,4.13956426618,4.15863384136,4.15633710087,4.15974761052,4.14176323028,4.14619007332,4.15001920192,2.41995574849
uvwa1dt4dy,3.85967857663,4.13643517046,4.13289976994,4.11095988112,3.81019890257,4.11280601727,3.8237675723,4.12985095079,4.14457420761,4.12720201759,4.14210777173,3.83340212923,4.13299570069,3.83180580867,3.82833760006,4.14373282314,4.12788194348,4.12296909439,3.82581544499,4.1297543228,4.14810885773,4.14173189477,3.86483727269,4.14198251555,4.15259407793,4.14955779186,4.1567308265,4.141700557,4.1460349626,3.82584787317,3.87031610102,4.12920635775,4.1303337685,4.12014600619,4.13347503684,4.13398574627,4.1312977966,4.12849619863,4.13360277051,4.13503719155,4.15917603179,4.1297221087,3.84935798166,4.13984761465,3.85503431668,3.86746748786,4.14107332627,4.14022512527,4.14513422636,4.14435622737,4.15784948045,4.14466759423,4.15219658233,3.83853427051,4.15863384136,4.15633710087,4.15974761052,4.14176323028,4.14619007332,4.15001920192,2.11892575283
